"GEO_ID","id"
"S2506_C02_003M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$50,000 to $99,999"
"S2506_C02_004E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!$100,000 to $299,999"
"S2506_C02_004M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$100,000 to $299,999"
"S2506_C02_005E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!$300,000 to $499,999"
"S2506_C02_005M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$300,000 to $499,999"
"S2506_C02_006E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!$500,000 to $749,999"
"S2506_C02_006M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$500,000 to $749,999"
"S2506_C02_007E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!$750,000 to $999,999"
"S2506_C02_007M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$750,000 to $999,999"
"S2506_C02_008E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!$1,000,000 or more"
"S2506_C02_008M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!$1,000,000 or more"
"S2506_C02_009E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!VALUE!!Median (dollars)"
"S2506_C02_009M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!VALUE!!Median (dollars)"
"S2506_C02_010E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both"
"S2506_C02_010M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both"
"S2506_C02_011E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Second mortgage only"
"S2506_C02_011M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Second mortgage only"
"S2506_C02_012E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Home equity loan only"
"S2506_C02_012M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Home equity loan only"
"S2506_C02_013E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!Both second mortgage and home equity loan"
"S2506_C02_013M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!Both second mortgage and home equity loan"
"S2506_C02_014E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!No second mortgage and no home equity loan"
"S2506_C02_014M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MORTGAGE STATUS!!No second mortgage and no home equity loan"
"S2506_C02_015E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"S2506_C02_015M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"S2506_C02_016E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $24,999"
"S2506_C02_016M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $24,999"
"S2506_C02_017E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2506_C02_017M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"S2506_C02_018E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2506_C02_018M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"S2506_C02_019E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2506_C02_019M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"S2506_C02_020E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2506_C02_020M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"S2506_C02_021E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"S2506_C02_021M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"S2506_C02_022E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more"
"S2506_C02_022M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more"
"S2506_C02_023E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars)"
"S2506_C02_023M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars)"
"S2506_C02_024E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 2.0"
"S2506_C02_024M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 2.0"
"S2506_C02_025E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!2.0 to 2.9"
"S2506_C02_025M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!2.0 to 2.9"
"S2506_C02_026E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!3.0 to 3.9"
"S2506_C02_026M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!3.0 to 3.9"
"S2506_C02_027E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!4.0 or more"
"S2506_C02_027M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!4.0 or more"
"S2506_C02_028E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Not computed"
"S2506_C02_028M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Not computed"
"S2506_C02_029E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!Less than $200"
"S2506_C02_029M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!Less than $200"
"S2506_C02_030E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$200 to $399"
"S2506_C02_030M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$200 to $399"
"S2506_C02_031E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$400 to $599"
"S2506_C02_031M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$400 to $599"
"S2506_C02_032E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$600 to $799"
"S2506_C02_032M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$600 to $799"
"S2506_C02_033E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$800 to $999"
"S2506_C02_033M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$800 to $999"
"S2506_C02_034E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$1,000 to $1,499"
"S2506_C02_034M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$1,000 to $1,499"
"S2506_C02_035E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$1,500 to $1,999"
"S2506_C02_035M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$1,500 to $1,999"
"S2506_C02_036E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$2,000 to $2,499"
"S2506_C02_036M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$2,000 to $2,499"
"S2506_C02_037E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$2,500 to $2,999"
"S2506_C02_037M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$2,500 to $2,999"
"S2506_C02_038E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$3,000 or more"
"S2506_C02_038M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!$3,000 or more"
"S2506_C02_039E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!Median (dollars)"
"S2506_C02_039M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!Median (dollars)"
"S2506_C02_040E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000"
"S2506_C02_040M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000"
"S2506_C02_041E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent"
"S2506_C02_041M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent"
"S2506_C02_042E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent"
"S2506_C02_042M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent"
"S2506_C02_043E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more"
"S2506_C02_043M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more"
"S2506_C02_044E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999"
"S2506_C02_044M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999"
"S2506_C02_045E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent"
"S2506_C02_045M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent"
"S2506_C02_046E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent"
"S2506_C02_046M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent"
"S2506_C02_047E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!30 percent or more"
"S2506_C02_047M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!30 percent or more"
"S2506_C02_048E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999"
"S2506_C02_048M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999"
"S2506_C02_049E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent"
"S2506_C02_049M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent"
"S2506_C02_050E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent"
"S2506_C02_050M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent"
"S2506_C02_051E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more"
"S2506_C02_051M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!30 percent or more"
"S2506_C02_052E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999"
"S2506_C02_052M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999"
"S2506_C02_053E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent"
"S2506_C02_053M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!Less than 20 percent"
"S2506_C02_054E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent"
"S2506_C02_054M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!20 to 29 percent"
"S2506_C02_055E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more"
"S2506_C02_055M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$50,000 to $74,999!!30 percent or more"
"S2506_C02_056E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more"
"S2506_C02_056M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more"
"S2506_C02_057E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent"
"S2506_C02_057M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!Less than 20 percent"
"S2506_C02_058E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent"
"S2506_C02_058M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!20 to 29 percent"
"S2506_C02_059E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more"
"S2506_C02_059M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$75,000 or more!!30 percent or more"
"S2506_C02_060E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income"
"S2506_C02_060M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Zero or negative income"
"S2506_C02_061E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!Less than $800"
"S2506_C02_061M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!Less than $800"
"S2506_C02_062E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!$800 to $1,499"
"S2506_C02_062M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!$800 to $1,499"
"S2506_C02_063E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!$1,500 or more"
"S2506_C02_063M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!$1,500 or more"
"S2506_C02_064E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!No real estate taxes paid"
"S2506_C02_064M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!No real estate taxes paid"
"S2506_C02_065E","Estimate!!Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!Median (dollars)"
"S2506_C02_065M","Margin of Error!!Percent owner-occupied housing units with a mortgage MOE!!Owner-occupied housing units with a mortgage!!REAL ESTATE TAXES!!Median (dollars)"
